Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
07/09/2020,288,8,29,27,93,58,41,34,23,7,5,0,135,152,1,86,5,91,72,7,27,0,0,0,0,1,2,5,0,0,4,4,0,3,0,3,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
04/26/2022,911,0,,220,227,185,116,76,57,24,6,0,524,378,9,156,65,155,349,65,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
08/09/2020,115,2,17,16,41,21,12,6,9,6,4,0,53,62,0,47,4,19,39,0,6,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,3,2,0,4,0,9,8,0,3,0,9,3,0,2
09/11/2020,342,5,19,51,93,83,40,37,21,14,3,0,171,170,1,157,8,45,89,13,30,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,3,2,1,5,5,1,2,0,9,10,0,11,1,3,3,1,0
01/07/2021,1382,17,89,167,367,277,187,157,147,50,30,0,678,695,9,500,62,224,424,39,133,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,5,10,8,17,18,15,16,0,41,48,0,24,4,34,23,3,1
11/29/2020,897,17,93,105,215,191,130,115,77,41,23,0,451,443,3,269,30,174,252,41,131,0,0,0,0,2,5,7,3,0,2,15,0,7,1,8,1,0,0,1,2,13,10,16,22,15,14,0,40,53,0,32,5,33,17,4,2
04/09/2022,280,1,15,51,47,79,37,23,17,19,7,0,144,132,4,38,26,26,127,18,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,3,1,2,2,3,0,6,9,0,3,0,5,6,1,0
03/23/2022,313,1,3,59,68,89,36,33,17,9,2,0,186,124,3,45,18,33,150,18,49,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0
03/21/2021,221,4,48,28,69,44,27,24,17,8,4,0,101,120,0,51,10,58,85,6,11,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,3,8,9,8,6,0,30,18,0,10,1,26,11,0,0
09/22/2020,350,2,26,43,108,70,52,35,20,12,10,0,174,174,2,162,9,47,96,5,31,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,4,2,2,4,8,4,2,0,11,15,0,14,0,6,6,0,0
01/15/2022,1619,28,142,314,327,290,210,174,170,85,48,1,835,778,6,420,100,271,384,104,340,0,0,0,1,1,7,6,13,0,8,20,0,7,2,15,4,0,0,2,13,10,12,17,27,39,21,1,70,72,0,33,5,60,37,2,5
02/02/2022,375,17,25,72,73,77,60,44,26,14,9,0,196,175,4,87,34,46,131,23,54,0,0,1,1,3,4,5,3,0,9,8,0,2,1,7,6,1,0,1,1,2,3,3,6,1,8,0,10,15,0,8,0,4,13,0,0
03/18/2020,163,1,39,2,31,32,41,23,18,11,5,0,81,82,0,19,8,66,64,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,8,10,9,5,0,13,26,0,5,3,24,7,0,0
07/25/2021,141,3,13,19,43,34,18,13,6,6,2,0,78,62,1,14,9,44,50,7,17,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,2,2,2,3,1,0,6,7,0,2,0,6,3,1,1
03/05/2021,291,6,22,47,77,63,38,29,24,8,5,0,150,141,0,78,25,68,85,17,18,0,0,0,0,0,1,1,4,0,4,2,0,1,0,3,2,0,0,1,1,0,2,9,5,1,3,0,11,11,0,4,2,8,7,1,0
08/25/2021,607,6,42,101,151,138,81,69,32,22,13,0,320,287,0,110,13,163,189,23,109,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,7,1,4,10,7,7,5,0,19,23,0,8,1,22,10,0,1
03/06/2022,80,4,10,7,24,11,12,6,7,7,6,0,44,36,0,11,1,21,31,3,13,0,0,0,0,1,0,1,2,0,2,2,0,0,0,3,1,0,0,0,0,2,2,2,1,2,1,0,5,5,0,3,0,3,4,0,0
02/19/2021,318,8,32,46,83,63,41,42,13,16,14,0,164,153,1,96,13,58,87,23,41,0,1,0,1,0,1,3,2,0,2,6,0,2,0,5,1,0,0,0,3,5,2,3,5,3,11,0,15,17,0,7,2,16,5,1,1
11/07/2020,1568,14,113,181,392,337,265,187,113,54,39,0,824,744,0,633,50,227,428,59,171,0,0,1,1,1,1,4,6,0,9,5,0,3,0,4,7,0,0,1,7,7,16,23,25,11,23,0,59,54,0,36,5,40,25,4,3
06/08/2021,74,4,14,21,17,12,8,6,7,2,1,0,44,30,0,23,3,32,8,2,6,0,0,0,0,1,1,2,0,0,1,3,0,2,0,1,1,0,0,1,1,3,0,2,3,2,2,0,8,6,0,6,2,4,2,0,0
03/18/2021,423,3,36,55,168,78,53,39,22,3,5,0,202,218,3,84,15,95,178,14,37,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,5,5,12,2,1,0,18,18,0,4,2,17,10,3,0
09/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,68,66,2,40,9,21,46,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
12/13/2021,2184,12,96,449,547,484,314,219,120,39,12,0,1122,1051,11,330,73,587,649,158,387,0,0,1,0,0,3,4,4,0,6,6,0,1,0,10,1,0,0,3,6,11,12,13,25,14,12,0,42,54,0,26,3,41,24,0,2
01/08/2022,3333,29,186,609,649,634,548,380,294,145,72,2,1779,1540,14,856,203,491,794,261,728,0,0,0,2,1,9,6,11,0,16,13,0,4,0,18,7,0,0,4,10,15,15,30,46,25,41,0,100,86,0,42,7,84,43,7,3
11/22/2020,779,15,100,62,199,159,141,88,76,34,20,0,383,395,1,204,31,136,283,36,89,0,0,0,2,1,4,4,4,0,8,7,0,6,0,3,6,0,0,2,7,10,16,8,21,24,12,0,46,54,0,28,4,40,20,5,3
12/31/2020,971,22,71,89,251,199,141,119,79,56,37,0,492,477,2,273,37,139,360,47,115,0,0,0,0,2,3,11,6,0,10,12,0,9,0,8,5,0,0,2,1,5,6,12,17,12,16,0,33,38,0,12,2,35,18,4,0
06/23/2020,234,9,26,12,72,43,37,27,17,17,9,0,117,116,1,100,8,45,59,4,18,0,0,0,0,0,3,2,4,0,4,5,0,3,0,5,1,0,0,0,3,2,5,4,4,3,5,0,17,9,0,11,0,9,4,1,1
06/24/2020,245,9,25,22,77,56,28,34,11,9,8,0,143,101,1,91,5,58,58,5,28,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,2,6,1,0,18,7,0,6,0,15,4,0,0
12/20/2020,581,30,70,62,139,116,94,70,48,31,21,0,303,277,1,168,37,109,208,20,39,0,0,0,3,3,9,10,5,0,8,22,0,13,1,10,6,0,0,3,9,5,6,10,12,15,10,0,40,30,0,18,2,33,9,2,6
04/04/2020,326,22,159,2,34,38,61,70,63,33,25,0,152,174,0,71,15,151,47,16,26,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,44,24,21,0,77,82,0,40,10,78,25,5,1
09/17/2020,391,0,25,38,122,88,53,40,30,11,9,0,188,202,1,156,14,54,133,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,2,0,9,16,0,8,1,5,9,1,1
12/01/2021,1217,6,62,293,296,222,172,96,73,43,22,0,655,556,6,204,36,285,330,145,217,0,0,1,0,1,3,1,0,0,2,4,0,0,0,3,3,0,0,2,9,2,2,11,10,16,10,0,34,28,0,11,0,26,18,6,1
04/21/2022,679,0,18,113,168,160,80,69,50,23,16,0,357,317,5,115,53,116,251,45,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,3,3,0,12,6,0,0,0,9,9,0,0
03/28/2020,248,4,131,2,27,54,36,44,38,28,19,0,138,110,0,37,7,140,44,11,9,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,10,18,33,21,22,21,0,69,62,0,22,2,85,16,6,0
01/10/2022,4845,32,222,972,954,784,686,630,468,223,128,0,2549,2263,33,1162,242,891,1153,326,1071,0,0,1,2,1,6,10,12,0,15,17,0,6,1,13,12,0,0,6,18,21,15,38,41,36,47,0,122,100,0,58,7,108,42,5,2
11/26/2021,518,13,46,82,123,113,60,69,46,13,12,0,276,241,1,88,24,98,171,48,89,0,1,0,3,0,4,3,2,0,8,5,0,3,0,6,4,0,0,1,3,7,3,10,9,7,6,0,27,19,0,13,0,19,10,3,1
11/09/2020,3227,14,144,386,830,617,529,430,252,118,65,0,1627,1587,13,1340,76,515,832,118,346,0,0,0,0,1,3,7,3,0,5,9,0,6,0,0,8,0,0,1,5,15,13,26,30,34,20,0,71,73,0,44,7,56,30,2,5
07/28/2021,348,3,28,41,107,92,50,35,11,10,2,0,174,173,1,70,15,91,103,16,53,0,0,0,1,0,1,1,0,0,1,2,0,1,0,2,0,0,0,1,4,5,6,7,2,3,0,0,12,16,0,5,0,18,5,0,0
06/14/2021,67,3,9,10,14,22,7,9,4,1,0,0,37,30,0,22,2,23,6,2,12,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,1,4,1,2,0,0,5,4,0,2,0,4,2,1,0
02/10/2021,366,11,49,51,101,69,42,44,28,18,13,0,172,194,0,85,13,95,120,16,37,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,6,4,10,10,3,9,0,19,30,0,17,1,19,11,1,0
02/24/2022,241,4,15,62,54,49,27,20,11,13,5,0,133,105,3,48,22,40,81,17,33,0,0,0,0,0,0,2,2,0,1,3,0,0,0,3,1,0,0,0,1,0,3,2,2,4,3,0,9,6,0,2,0,6,7,0,0
11/05/2021,475,3,29,112,104,100,71,44,22,12,10,0,242,232,1,65,7,109,164,32,98,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,0,3,4,4,6,7,3,2,0,17,12,0,5,0,13,9,0,2
01/26/2022,1233,23,59,346,252,208,157,100,83,44,43,0,655,567,11,284,61,208,369,68,243,0,0,0,1,2,4,5,11,0,12,11,0,4,0,11,8,0,0,1,1,5,5,7,10,12,18,0,30,29,0,16,3,13,26,0,1
04/08/2022,398,0,14,60,99,100,62,42,16,12,7,0,228,165,5,55,38,38,173,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,4,1,1,0,8,6,0,4,1,3,5,1,0
04/15/2022,550,0,13,58,124,151,92,63,34,21,7,0,316,230,4,63,57,66,239,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,0,3,2,0,7,6,0,2,1,5,5,0,0
09/13/2021,553,7,41,129,127,120,64,46,35,23,9,0,278,275,0,102,23,170,130,50,78,0,0,2,1,0,3,1,0,0,1,6,0,4,0,2,1,0,0,2,3,4,5,10,7,5,5,0,26,15,0,7,0,25,8,0,1
10/18/2020,347,1,48,30,84,90,58,43,21,16,5,0,172,174,1,85,13,60,142,13,34,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,3,7,7,9,10,5,0,21,27,0,19,0,11,15,3,0
03/24/2021,682,6,32,63,250,168,79,71,32,12,7,0,331,350,1,156,14,143,286,25,58,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,4,7,4,7,4,3,2,0,20,12,0,10,2,11,6,3,0
08/03/2020,428,3,30,52,128,88,68,47,24,14,7,0,216,210,2,223,11,76,83,18,17,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,2,4,9,3,7,3,0,8,22,0,10,2,12,5,1,0
11/10/2021,591,2,31,163,133,118,70,39,39,15,14,0,303,286,2,90,15,146,170,50,120,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,2,3,4,8,7,5,0,16,15,0,4,0,14,11,1,1
10/23/2020,1016,4,65,126,251,188,173,134,90,37,16,1,543,468,5,313,32,208,323,38,102,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,5,8,4,12,17,11,5,0,33,32,0,17,2,22,21,0,3
11/24/2020,1924,17,122,239,443,367,324,251,162,84,53,1,1020,898,6,694,68,372,453,89,248,0,0,0,1,1,3,8,4,0,2,15,0,3,1,8,5,0,0,2,4,7,13,22,30,17,27,0,58,64,0,36,6,51,25,2,2
07/01/2021,32,2,6,5,11,8,5,1,2,0,0,0,15,17,0,7,1,8,8,2,6,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,1,0,0,0,0,3,3,0,0,0,6,0,0,0
10/21/2021,338,5,23,84,70,71,40,39,19,14,1,0,184,154,0,55,18,70,121,21,53,0,0,1,0,1,1,1,1,0,3,2,0,1,0,4,0,0,0,0,3,7,1,4,2,5,1,0,9,14,0,6,2,10,3,1,1
07/01/2020,266,13,22,17,98,51,32,27,25,6,10,0,155,111,0,96,2,70,74,3,21,0,0,0,3,2,2,2,4,0,5,8,0,6,0,4,3,0,0,1,1,0,4,5,4,3,4,0,11,11,0,5,1,11,4,0,1
01/05/2022,6850,22,268,1216,1583,1296,930,816,570,280,158,1,3733,3049,68,1692,302,1428,1520,412,1496,0,0,0,3,4,1,2,12,0,7,15,0,4,1,9,8,0,0,9,21,26,17,46,65,40,44,0,134,134,0,51,3,151,49,12,2
07/07/2021,73,2,7,17,18,16,13,4,3,2,0,0,50,22,1,18,3,19,19,2,12,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,2,2,0,5,2,0,0,0,3,4,0,0
08/12/2021,593,2,30,61,174,179,79,49,26,19,6,0,288,304,1,114,26,125,220,23,85,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,4,3,9,1,3,6,0,13,17,0,4,0,14,9,2,1
08/11/2021,600,2,21,86,154,174,74,53,28,24,7,0,308,292,0,101,35,151,202,25,86,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1,7,2,3,1,6,1,0,11,10,0,5,1,11,4,0,0
10/10/2021,173,6,25,31,38,32,22,21,15,9,5,0,98,74,1,37,14,38,58,11,15,0,0,0,2,1,1,2,0,0,3,3,0,2,0,1,3,0,0,0,2,5,3,5,5,3,2,0,14,11,0,7,0,13,5,0,0
04/12/2021,864,5,58,139,204,185,144,94,60,29,9,0,425,439,0,235,21,312,200,21,75,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,2,5,4,7,12,7,14,7,0,26,32,0,16,0,29,11,2,0
10/30/2020,1871,4,84,233,474,384,289,240,151,65,35,0,953,915,3,779,42,313,461,74,202,0,0,0,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,2,7,13,8,9,12,15,18,0,41,43,0,22,2,34,19,4,3
11/17/2020,2462,21,145,266,586,491,389,344,227,104,55,0,1272,1180,10,999,78,430,551,101,303,0,0,0,0,4,10,3,4,0,7,14,0,10,1,6,4,0,0,3,7,11,13,21,40,34,16,0,66,79,0,47,6,60,23,5,4
11/23/2021,721,4,39,172,165,143,85,67,43,22,24,0,346,373,2,127,22,164,231,57,120,0,0,1,0,2,1,0,0,0,1,3,0,1,0,3,0,0,0,0,2,5,3,7,9,7,6,0,19,20,0,10,3,11,13,2,0
07/15/2021,133,0,7,15,45,28,21,13,8,3,0,0,78,55,0,16,8,48,39,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,2,5,0,0,0,7,0,0,0
04/02/2020,436,15,170,2,58,69,85,91,58,40,33,0,210,226,0,94,13,233,62,15,19,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,28,21,0,72,98,0,39,4,96,22,9,0
11/06/2021,316,4,18,62,62,75,48,31,22,9,7,0,159,154,3,47,5,60,109,31,64,0,0,0,0,0,1,0,3,0,2,2,0,0,0,4,0,0,0,0,2,4,2,0,1,5,4,0,9,9,0,4,1,6,5,1,1
08/10/2021,533,4,41,66,157,140,74,41,26,18,11,0,291,240,2,127,25,109,177,21,74,0,0,0,0,1,1,1,1,0,0,4,0,0,0,4,0,0,0,2,1,4,8,10,5,8,3,0,25,16,0,5,2,24,8,2,0
05/08/2021,271,8,44,47,74,58,38,28,14,5,7,0,166,105,0,70,7,126,40,3,25,0,1,0,1,1,1,1,3,0,4,4,0,1,0,7,0,0,0,2,5,4,7,6,11,4,5,0,29,15,0,7,2,28,6,0,1
08/09/2021,506,4,34,95,141,108,69,40,27,20,6,0,240,263,3,103,26,125,140,24,88,0,0,1,0,2,0,0,1,0,4,0,0,0,0,3,1,0,0,1,3,7,3,5,7,4,4,0,19,15,0,9,0,19,5,1,0
07/28/2020,332,3,17,36,87,75,66,33,19,9,7,0,185,145,2,159,12,77,51,7,26,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,2,7,3,1,1,1,1,0,12,5,0,8,0,7,2,0,0
05/14/2021,290,6,35,67,69,55,34,28,26,7,4,0,156,134,0,75,11,113,48,6,37,0,0,0,0,0,3,2,1,0,4,2,0,3,0,2,1,0,0,1,6,4,3,7,11,2,1,0,22,13,0,10,1,20,3,0,1
05/29/2020,459,20,50,33,114,70,85,75,42,18,22,0,248,207,4,227,10,113,42,15,52,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,26,9,1,1
07/30/2021,356,2,17,52,112,68,49,48,15,9,3,0,164,192,0,74,8,94,126,4,50,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,3,1,1,4,4,1,3,0,6,11,0,3,1,8,5,0,0
02/01/2022,800,12,44,214,125,159,106,76,58,45,17,0,437,358,5,190,50,124,240,33,163,0,0,1,0,1,4,3,3,0,4,8,0,4,1,6,1,0,0,1,1,5,2,3,12,16,4,0,21,23,0,12,1,18,10,0,3
06/09/2020,254,23,38,19,50,33,46,44,38,14,10,0,115,136,3,117,4,52,45,11,25,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,6,6,11,0,16,22,0,10,0,19,8,1,0
11/13/2020,2692,19,121,333,649,537,403,344,244,122,60,0,1450,1235,7,1080,75,473,643,118,303,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,9,13,6,18,31,28,15,0,47,74,0,43,2,45,27,2,2
04/27/2022,812,0,,193,196,183,95,63,46,22,14,0,496,311,5,127,84,119,294,60,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
01/18/2022,2758,30,141,921,454,417,324,277,204,101,60,0,1464,1266,28,731,172,462,697,155,541,0,1,1,0,4,7,7,10,0,11,19,0,7,1,13,8,1,0,4,9,17,12,19,35,23,22,0,73,68,0,35,5,57,34,9,1
05/04/2020,1121,48,127,57,217,224,244,177,109,53,40,0,564,556,1,611,31,206,121,37,115,0,1,0,0,4,10,15,18,0,23,25,0,17,2,20,9,0,0,1,10,8,14,16,26,31,21,0,56,71,0,44,9,48,16,9,1
